SPX Index;;;S5SFTW Index;;;S5PHRM Index;;;S5CPGS Index;;;S5ENRSX Index;;;S5FDBT Index;;;S5TECH Index;;;S5RETL Index;;;S5BANKX Index;;;S5HCES Index;;;S5DIVF Index;;;S5UTILX Index;;;S5MEDA Index;;;S5REAL Index;;;S5TELSX Index;;;S5MATRX Index;;;S5INSU Index;;;S5FDSR Index;;;S5HOUS Index;;;S5SSEQX Index;;;S5TRAN Index;;;S5HOTR Index;;;S5CODU Index;;;S5AUCO Index;;;S5COMS Index;
Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST
9/16/2010;1124.66;;9/16/2010;462.26;;9/16/2010;332.02;;9/16/2010;282.3;;9/16/2010;406.09;;9/16/2010;334.41;;9/16/2010;394.31;;9/16/2010;438.4;;9/16/2010;128.84;;9/16/2010;320.45;;9/16/2010;308.2517;;9/16/2010;157.08;;9/16/2010;176.87;;9/16/2010;114.02;;9/16/2010;118.23;;9/16/2010;201.99;;9/16/2010;179.52;;9/16/2010;177.02;;9/16/2010;363.79;;9/16/2010;287.13;;9/16/2010;292.39;;9/16/2010;425.95;;9/16/2010;144.63;;9/16/2010;89.6;;9/16/2010;131.24
9/17/2010;1125.59;;9/17/2010;468.24;;9/17/2010;332.31;;9/17/2010;285.24;;9/17/2010;404.25;;9/17/2010;333.44;;9/17/2010;392.99;;9/17/2010;438.7;;9/17/2010;128.6;;9/17/2010;320.11;;9/17/2010;305.3922;;9/17/2010;156.88;;9/17/2010;178;;9/17/2010;114.33;;9/17/2010;118.9;;9/17/2010;202.05;;9/17/2010;179;;9/17/2010;177.34;;9/17/2010;363.5;;9/17/2010;286.77;;9/17/2010;293.03;;9/17/2010;426.36;;9/17/2010;145.54;;9/17/2010;89.77;;9/17/2010;132.65
9/20/2010;1142.71;;9/20/2010;475.5;;9/20/2010;336.25;;9/20/2010;290.1;;9/20/2010;411.3;;9/20/2010;336.61;;9/20/2010;398.93;;9/20/2010;446.96;;9/20/2010;131.16;;9/20/2010;325.59;;9/20/2010;311.9725;;9/20/2010;158.92;;9/20/2010;181.48;;9/20/2010;117.03;;9/20/2010;120.74;;9/20/2010;203.28;;9/20/2010;182.05;;9/20/2010;179.11;;9/20/2010;366.99;;9/20/2010;288.3;;9/20/2010;295.39;;9/20/2010;434.79;;9/20/2010;149.02;;9/20/2010;90.64;;9/20/2010;134.41
9/21/2010;1139.78;;9/21/2010;473.41;;9/21/2010;336.04;;9/21/2010;290.29;;9/21/2010;410.89;;9/21/2010;336.01;;9/21/2010;399.11;;9/21/2010;445.27;;9/21/2010;129.64;;9/21/2010;326.93;;9/21/2010;308.2823;;9/21/2010;158.11;;9/21/2010;180.41;;9/21/2010;114.93;;9/21/2010;121.11;;9/21/2010;202.41;;9/21/2010;181.34;;9/21/2010;178.96;;9/21/2010;367;;9/21/2010;289.48;;9/21/2010;296.99;;9/21/2010;433.96;;9/21/2010;148;;9/21/2010;90.59;;9/21/2010;134.62
9/22/2010;1134.28;;9/22/2010;469.56;;9/22/2010;336.38;;9/22/2010;288.66;;9/22/2010;408.81;;9/22/2010;335.64;;9/22/2010;398.98;;9/22/2010;446.52;;9/22/2010;127.1;;9/22/2010;327.32;;9/22/2010;303.3488;;9/22/2010;159.12;;9/22/2010;178.02;;9/22/2010;113.81;;9/22/2010;120.97;;9/22/2010;203.14;;9/22/2010;178.44;;9/22/2010;179.68;;9/22/2010;368.14;;9/22/2010;285.78;;9/22/2010;296.62;;9/22/2010;430.12;;9/22/2010;146.53;;9/22/2010;89.33;;9/22/2010;133.64
9/23/2010;1124.83;;9/23/2010;467.88;;9/23/2010;334.29;;9/23/2010;284.53;;9/23/2010;405.65;;9/23/2010;333.09;;9/23/2010;400.12;;9/23/2010;447.24;;9/23/2010;124.26;;9/23/2010;326.28;;9/23/2010;298.0738;;9/23/2010;157.5;;9/23/2010;176.72;;9/23/2010;110.7;;9/23/2010;120.37;;9/23/2010;201.11;;9/23/2010;175.08;;9/23/2010;179.14;;9/23/2010;365.47;;9/23/2010;286.9;;9/23/2010;291.43;;9/23/2010;424.8;;9/23/2010;145.71;;9/23/2010;88.45;;9/23/2010;131.85
9/24/2010;1148.67;;9/24/2010;475.81;;9/24/2010;338.55;;9/24/2010;292.81;;9/24/2010;414.52;;9/24/2010;337.44;;9/24/2010;409.01;;9/24/2010;460.61;;9/24/2010;127.69;;9/24/2010;331.41;;9/24/2010;306.0616;;9/24/2010;159.99;;9/24/2010;181.22;;9/24/2010;114.13;;9/24/2010;121.43;;9/24/2010;206.01;;9/24/2010;179.98;;9/24/2010;182.38;;9/24/2010;367.64;;9/24/2010;297.06;;9/24/2010;298.73;;9/24/2010;432.05;;9/24/2010;149.95;;9/24/2010;90.84;;9/24/2010;134.95
9/27/2010;1142.16;;9/27/2010;475.46;;9/27/2010;336.27;;9/27/2010;289.97;;9/27/2010;412.71;;9/27/2010;336.51;;9/27/2010;408.33;;9/27/2010;457.84;;9/27/2010;125.98;;9/27/2010;328.1;;9/27/2010;301.9583;;9/27/2010;160.21;;9/27/2010;179.48;;9/27/2010;112.44;;9/27/2010;122.52;;9/27/2010;204.53;;9/27/2010;178.75;;9/27/2010;180.64;;9/27/2010;364.78;;9/27/2010;294.76;;9/27/2010;298.86;;9/27/2010;430.23;;9/27/2010;149.4;;9/27/2010;90.5;;9/27/2010;133.51
9/28/2010;1147.7;;9/28/2010;476.32;;9/28/2010;338.93;;9/28/2010;291.57;;9/28/2010;415.9;;9/28/2010;338.5;;9/28/2010;406.44;;9/28/2010;461.95;;9/28/2010;126.09;;9/28/2010;331.36;;9/28/2010;302.1853;;9/28/2010;160.53;;9/28/2010;180.28;;9/28/2010;112.94;;9/28/2010;122.58;;9/28/2010;204.59;;9/28/2010;180.24;;9/28/2010;184.83;;9/28/2010;363.84;;9/28/2010;299.42;;9/28/2010;300.07;;9/28/2010;431.46;;9/28/2010;152.06;;9/28/2010;91.34;;9/28/2010;134.68
9/29/2010;1144.73;;9/29/2010;475.7;;9/29/2010;337.42;;9/29/2010;291.34;;9/29/2010;418.86;;9/29/2010;337.86;;9/29/2010;407.9;;9/29/2010;459.64;;9/29/2010;125.12;;9/29/2010;330.94;;9/29/2010;299.8127;;9/29/2010;159.96;;9/29/2010;178.77;;9/29/2010;111.51;;9/29/2010;121.95;;9/29/2010;202.83;;9/29/2010;178.83;;9/29/2010;183.49;;9/29/2010;362.19;;9/29/2010;298.36;;9/29/2010;300.18;;9/29/2010;429.45;;9/29/2010;150.98;;9/29/2010;90.42;;9/29/2010;135.29
9/30/2010;1141.2;;9/30/2010;472.9;;9/30/2010;335.44;;9/30/2010;289.96;;9/30/2010;419.27;;9/30/2010;336.03;;9/30/2010;405.35;;9/30/2010;457.87;;9/30/2010;125.46;;9/30/2010;331.6;;9/30/2010;299.0948;;9/30/2010;159.37;;9/30/2010;178.29;;9/30/2010;111.55;;9/30/2010;121.54;;9/30/2010;202.21;;9/30/2010;178.49;;9/30/2010;183.56;;9/30/2010;359.87;;9/30/2010;297.78;;9/30/2010;298.94;;9/30/2010;429.31;;9/30/2010;150.99;;9/30/2010;89.95;;9/30/2010;135.35
10/1/2010;1146.24;;10/1/2010;474.49;;10/1/2010;335.71;;10/1/2010;290.78;;10/1/2010;424.76;;10/1/2010;337.16;;10/1/2010;402.57;;10/1/2010;455.79;;10/1/2010;126.82;;10/1/2010;331.58;;10/1/2010;304.1871;;10/1/2010;160.41;;10/1/2010;178.89;;10/1/2010;112.3;;10/1/2010;122.58;;10/1/2010;204.64;;10/1/2010;178.52;;10/1/2010;183.96;;10/1/2010;360.46;;10/1/2010;297.68;;10/1/2010;297.5;;10/1/2010;431.78;;10/1/2010;151.45;;10/1/2010;90.14;;10/1/2010;135.89
10/4/2010;1137.03;;10/4/2010;469.67;;10/4/2010;333.23;;10/4/2010;287.26;;10/4/2010;420.12;;10/4/2010;336.21;;10/4/2010;398.55;;10/4/2010;454.55;;10/4/2010;126.08;;10/4/2010;326.91;;10/4/2010;300.7913;;10/4/2010;159.87;;10/4/2010;177.4;;10/4/2010;112.69;;10/4/2010;122.53;;10/4/2010;201.7;;10/4/2010;177.45;;10/4/2010;182.94;;10/4/2010;359.21;;10/4/2010;292.83;;10/4/2010;295.17;;10/4/2010;430.85;;10/4/2010;150.81;;10/4/2010;92.61;;10/4/2010;134.56
10/5/2010;1160.75;;10/5/2010;479.48;;10/5/2010;339.03;;10/5/2010;295.34;;10/5/2010;429.87;;10/5/2010;339.85;;10/5/2010;408.64;;10/5/2010;462.95;;10/5/2010;130.17;;10/5/2010;333.39;;10/5/2010;307.7734;;10/5/2010;161.67;;10/5/2010;181.2;;10/5/2010;114.73;;10/5/2010;124.59;;10/5/2010;207.33;;10/5/2010;181.07;;10/5/2010;185.16;;10/5/2010;362.21;;10/5/2010;299.09;;10/5/2010;303.11;;10/5/2010;439.26;;10/5/2010;153.95;;10/5/2010;95.48;;10/5/2010;136.81
10/6/2010;1159.97;;10/6/2010;475.79;;10/6/2010;338.87;;10/6/2010;297.43;;10/6/2010;433.31;;10/6/2010;341.36;;10/6/2010;406.83;;10/6/2010;459.17;;10/6/2010;130.21;;10/6/2010;329.94;;10/6/2010;307.7321;;10/6/2010;160.95;;10/6/2010;180.06;;10/6/2010;114.45;;10/6/2010;122.63;;10/6/2010;208.94;;10/6/2010;180.98;;10/6/2010;186.31;;10/6/2010;361.71;;10/6/2010;297.54;;10/6/2010;303.79;;10/6/2010;439.09;;10/6/2010;152.86;;10/6/2010;95.72;;10/6/2010;137.09
10/7/2010;1158.06;;10/7/2010;477.44;;10/7/2010;338.93;;10/7/2010;297.21;;10/7/2010;431.7;;10/7/2010;339.03;;10/7/2010;407.21;;10/7/2010;460.9;;10/7/2010;129.02;;10/7/2010;330.61;;10/7/2010;306.5449;;10/7/2010;161.13;;10/7/2010;181;;10/7/2010;114.62;;10/7/2010;121.17;;10/7/2010;207.08;;10/7/2010;180.3;;10/7/2010;185.38;;10/7/2010;361.45;;10/7/2010;298.79;;10/7/2010;302.83;;10/7/2010;437.25;;10/7/2010;152.89;;10/7/2010;96.2;;10/7/2010;136.44
10/8/2010;1165.15;;10/8/2010;479.24;;10/8/2010;340.05;;10/8/2010;299.46;;10/8/2010;436.62;;10/8/2010;338.75;;10/8/2010;411.54;;10/8/2010;463.46;;10/8/2010;128.65;;10/8/2010;331.37;;10/8/2010;306.7614;;10/8/2010;161.55;;10/8/2010;183.24;;10/8/2010;114.82;;10/8/2010;120.85;;10/8/2010;211.27;;10/8/2010;181.04;;10/8/2010;184.45;;10/8/2010;367.77;;10/8/2010;301.42;;10/8/2010;306.19;;10/8/2010;441.48;;10/8/2010;155.65;;10/8/2010;98.36;;10/8/2010;137.32
10/11/2010;1165.32;;10/11/2010;478.88;;10/11/2010;339.92;;10/11/2010;298.34;;10/11/2010;437.29;;10/11/2010;338.59;;10/11/2010;411.9;;10/11/2010;463.38;;10/11/2010;127.84;;10/11/2010;332.18;;10/11/2010;307.1136;;10/11/2010;161.61;;10/11/2010;183.86;;10/11/2010;114.84;;10/11/2010;121.24;;10/11/2010;210.97;;10/11/2010;180.75;;10/11/2010;184.61;;10/11/2010;368.88;;10/11/2010;302.98;;10/11/2010;306.21;;10/11/2010;441.21;;10/11/2010;155.51;;10/11/2010;98.8;;10/11/2010;137.67
10/12/2010;1169.77;;10/12/2010;481.82;;10/12/2010;340.94;;10/12/2010;298.61;;10/12/2010;436.78;;10/12/2010;340.61;;10/12/2010;415.35;;10/12/2010;463.82;;10/12/2010;129.67;;10/12/2010;332.59;;10/12/2010;312.2648;;10/12/2010;161.07;;10/12/2010;183.96;;10/12/2010;115.99;;10/12/2010;121.19;;10/12/2010;211.52;;10/12/2010;181.65;;10/12/2010;183.5;;10/12/2010;369.75;;10/12/2010;305.32;;10/12/2010;303.83;;10/12/2010;443.77;;10/12/2010;155.93;;10/12/2010;98.73;;10/12/2010;137.59
10/13/2010;1178.1;;10/13/2010;488.66;;10/13/2010;343.24;;10/13/2010;302.09;;10/13/2010;441.52;;10/13/2010;343.26;;10/13/2010;420.08;;10/13/2010;461.62;;10/13/2010;128.58;;10/13/2010;334.71;;10/13/2010;311.4074;;10/13/2010;161.58;;10/13/2010;185.61;;10/13/2010;117.22;;10/13/2010;121.11;;10/13/2010;215.05;;10/13/2010;182.87;;10/13/2010;185.11;;10/13/2010;373.24;;10/13/2010;300.59;;10/13/2010;312.16;;10/13/2010;444.65;;10/13/2010;156.6;;10/13/2010;98.97;;10/13/2010;139.48
10/14/2010;1173.81;;10/14/2010;489;;10/14/2010;342.75;;10/14/2010;300.71;;10/14/2010;441.28;;10/14/2010;344.3;;10/14/2010;420.81;;10/14/2010;460.13;;10/14/2010;124.79;;10/14/2010;334.19;;10/14/2010;303.4757;;10/14/2010;161.34;;10/14/2010;185.68;;10/14/2010;116.73;;10/14/2010;121.51;;10/14/2010;213.18;;10/14/2010;182.44;;10/14/2010;183.93;;10/14/2010;373.36;;10/14/2010;301.12;;10/14/2010;312.59;;10/14/2010;442.28;;10/14/2010;155.96;;10/14/2010;100.24;;10/14/2010;138.37
10/15/2010;1176.19;;10/15/2010;500.61;;10/15/2010;343.9;;10/15/2010;297.47;;10/15/2010;442.47;;10/15/2010;345.39;;10/15/2010;429.51;;10/15/2010;466.9;;10/15/2010;121.4;;10/15/2010;335.75;;10/15/2010;296.21;;10/15/2010;161.88;;10/15/2010;187.03;;10/15/2010;116.57;;10/15/2010;120.94;;10/15/2010;213.89;;10/15/2010;181.68;;10/15/2010;184.5;;10/15/2010;373.2;;10/15/2010;302.96;;10/15/2010;311.78;;10/15/2010;442.85;;10/15/2010;155.08;;10/15/2010;100.06;;10/15/2010;138.1
10/18/2010;1184.71;;10/18/2010;505.07;;10/18/2010;346.7;;10/18/2010;297.89;;10/18/2010;446.05;;10/18/2010;345.43;;10/18/2010;430.96;;10/18/2010;464.76;;10/18/2010;126.02;;10/18/2010;338.9;;10/18/2010;304.4318;;10/18/2010;163.28;;10/18/2010;186.76;;10/18/2010;117.84;;10/18/2010;121.72;;10/18/2010;214.46;;10/18/2010;183.65;;10/18/2010;185.09;;10/18/2010;376.02;;10/18/2010;301.05;;10/18/2010;312.32;;10/18/2010;441.66;;10/18/2010;155.97;;10/18/2010;100.51;;10/18/2010;138.04
10/19/2010;1165.9;;10/19/2010;495.39;;10/19/2010;341.2;;10/19/2010;293.21;;10/19/2010;435.4;;10/19/2010;342.17;;10/19/2010;423.12;;10/19/2010;456.92;;10/19/2010;124.83;;10/19/2010;331.82;;10/19/2010;299.7794;;10/19/2010;162.29;;10/19/2010;184.95;;10/19/2010;116.16;;10/19/2010;120.19;;10/19/2010;209.63;;10/19/2010;180.92;;10/19/2010;181.86;;10/19/2010;374.25;;10/19/2010;298.94;;10/19/2010;307.71;;10/19/2010;436.81;;10/19/2010;153.62;;10/19/2010;97.11;;10/19/2010;136.75
10/20/2010;1178.17;;10/20/2010;498.22;;10/20/2010;343.3;;10/20/2010;296.72;;10/20/2010;441.47;;10/20/2010;344.51;;10/20/2010;426.91;;10/20/2010;460.84;;10/20/2010;126.66;;10/20/2010;335.85;;10/20/2010;302.0392;;10/20/2010;163.56;;10/20/2010;187.98;;10/20/2010;118.75;;10/20/2010;121.91;;10/20/2010;213.76;;10/20/2010;182.93;;10/20/2010;183.21;;10/20/2010;375.76;;10/20/2010;302.61;;10/20/2010;313.38;;10/20/2010;441.69;;10/20/2010;153.92;;10/20/2010;99.62;;10/20/2010;138.64
10/21/2010;1180.26;;10/21/2010;501.54;;10/21/2010;344.36;;10/21/2010;299.51;;10/21/2010;440.86;;10/21/2010;345.36;;10/21/2010;424.93;;10/21/2010;466.33;;10/21/2010;128.44;;10/21/2010;337.16;;10/21/2010;298.9084;;10/21/2010;162.76;;10/21/2010;188.45;;10/21/2010;118.46;;10/21/2010;121.33;;10/21/2010;213.86;;10/21/2010;183.32;;10/21/2010;184.72;;10/21/2010;376.14;;10/21/2010;302.81;;10/21/2010;312.99;;10/21/2010;444.85;;10/21/2010;154.2;;10/21/2010;100.73;;10/21/2010;139.34
10/22/2010;1183.08;;10/22/2010;504.47;;10/22/2010;343.72;;10/22/2010;299.23;;10/22/2010;444.07;;10/22/2010;346.38;;10/22/2010;426.25;;10/22/2010;469.37;;10/22/2010;129.02;;10/22/2010;339.14;;10/22/2010;298.9845;;10/22/2010;161.82;;10/22/2010;188.13;;10/22/2010;118.1;;10/22/2010;120.96;;10/22/2010;212.54;;10/22/2010;183.39;;10/22/2010;185.54;;10/22/2010;376.04;;10/22/2010;306.38;;10/22/2010;314.82;;10/22/2010;450.99;;10/22/2010;154.57;;10/22/2010;101.55;;10/22/2010;139.62
10/25/2010;1185.62;;10/25/2010;504.89;;10/25/2010;345.49;;10/25/2010;299.8;;10/25/2010;444.49;;10/25/2010;347.75;;10/25/2010;427.82;;10/25/2010;471.23;;10/25/2010;127.24;;10/25/2010;340.42;;10/25/2010;297.4314;;10/25/2010;161.3;;10/25/2010;189.83;;10/25/2010;118.47;;10/25/2010;121.4;;10/25/2010;216.22;;10/25/2010;183.74;;10/25/2010;185.44;;10/25/2010;375.48;;10/25/2010;308.37;;10/25/2010;315.22;;10/25/2010;452.48;;10/25/2010;154.56;;10/25/2010;102.92;;10/25/2010;140.28
10/26/2010;1185.64;;10/26/2010;508.51;;10/26/2010;343.92;;10/26/2010;298.88;;10/26/2010;445.65;;10/26/2010;347.42;;10/26/2010;425.51;;10/26/2010;471.6;;10/26/2010;127.89;;10/26/2010;340.44;;10/26/2010;298.6286;;10/26/2010;161.01;;10/26/2010;190.37;;10/26/2010;117.66;;10/26/2010;121.51;;10/26/2010;215.73;;10/26/2010;183.19;;10/26/2010;185.66;;10/26/2010;370.07;;10/26/2010;308.62;;10/26/2010;315.41;;10/26/2010;455.84;;10/26/2010;156.01;;10/26/2010;103.62;;10/26/2010;139.33
10/27/2010;1182.45;;10/27/2010;510.32;;10/27/2010;342.16;;10/27/2010;297.76;;10/27/2010;442.96;;10/27/2010;345.27;;10/27/2010;425.3;;10/27/2010;467.51;;10/27/2010;127.84;;10/27/2010;338.77;;10/27/2010;301.2104;;10/27/2010;160.28;;10/27/2010;191.25;;10/27/2010;116.58;;10/27/2010;121.01;;10/27/2010;213.89;;10/27/2010;181.79;;10/27/2010;184.45;;10/27/2010;370.08;;10/27/2010;315.08;;10/27/2010;310.28;;10/27/2010;450.73;;10/27/2010;154.51;;10/27/2010;103.29;;10/27/2010;137.3
10/28/2010;1183.78;;10/28/2010;511.79;;10/28/2010;344.75;;10/28/2010;296.65;;10/28/2010;442.84;;10/28/2010;347.53;;10/28/2010;423.81;;10/28/2010;467.33;;10/28/2010;128.08;;10/28/2010;338.33;;10/28/2010;302.4306;;10/28/2010;160.56;;10/28/2010;194.03;;10/28/2010;115.88;;10/28/2010;121.33;;10/28/2010;213.65;;10/28/2010;180.35;;10/28/2010;184.79;;10/28/2010;369.09;;10/28/2010;316.7;;10/28/2010;310.06;;10/28/2010;451.51;;10/28/2010;154.24;;10/28/2010;102.74;;10/28/2010;136.81
10/29/2010;1183.26;;10/29/2010;515.06;;10/29/2010;343.03;;10/29/2010;296.68;;10/29/2010;442.59;;10/29/2010;347.64;;10/29/2010;420.63;;10/29/2010;466.43;;10/29/2010;128.43;;10/29/2010;336.94;;10/29/2010;301.9867;;10/29/2010;160.85;;10/29/2010;193.26;;10/29/2010;116.15;;10/29/2010;121.4;;10/29/2010;215.5;;10/29/2010;179.17;;10/29/2010;184.09;;10/29/2010;373.22;;10/29/2010;314.64;;10/29/2010;311.25;;10/29/2010;452.5;;10/29/2010;154.9;;10/29/2010;102.46;;10/29/2010;136.64
11/1/2010;1184.38;;11/1/2010;514.94;;11/1/2010;343.83;;11/1/2010;296.93;;11/1/2010;443.87;;11/1/2010;347.48;;11/1/2010;423.34;;11/1/2010;465.17;;11/1/2010;127.3;;11/1/2010;337.1;;11/1/2010;301.8129;;11/1/2010;159.48;;11/1/2010;193.07;;11/1/2010;117.56;;11/1/2010;121.82;;11/1/2010;215.5;;11/1/2010;179.52;;11/1/2010;184.37;;11/1/2010;371.79;;11/1/2010;317.23;;11/1/2010;312.04;;11/1/2010;455.06;;11/1/2010;154.5;;11/1/2010;102.79;;11/1/2010;136.17
11/2/2010;1193.57;;11/2/2010;520.3;;11/2/2010;344.71;;11/2/2010;298.89;;11/2/2010;448.8;;11/2/2010;347.83;;11/2/2010;427.79;;11/2/2010;471.42;;11/2/2010;127.23;;11/2/2010;343.36;;11/2/2010;302.0748;;11/2/2010;161.37;;11/2/2010;194.45;;11/2/2010;118.39;;11/2/2010;122.86;;11/2/2010;217.46;;11/2/2010;180.64;;11/2/2010;186.55;;11/2/2010;373.76;;11/2/2010;317.5;;11/2/2010;315.43;;11/2/2010;459.11;;11/2/2010;156.54;;11/2/2010;103.95;;11/2/2010;138.05
11/3/2010;1197.96;;11/3/2010;518.89;;11/3/2010;345;;11/3/2010;298.98;;11/3/2010;449.68;;11/3/2010;348.27;;11/3/2010;433.19;;11/3/2010;473.15;;11/3/2010;129.71;;11/3/2010;343.9;;11/3/2010;304.9116;;11/3/2010;160.91;;11/3/2010;194.65;;11/3/2010;118.13;;11/3/2010;123.5;;11/3/2010;216.88;;11/3/2010;182.34;;11/3/2010;187.64;;11/3/2010;375.07;;11/3/2010;319.83;;11/3/2010;317.12;;11/3/2010;460.38;;11/3/2010;156.19;;11/3/2010;108.02;;11/3/2010;138.41
11/4/2010;1221.06;;11/4/2010;523.96;;11/4/2010;345.02;;11/4/2010;306.54;;11/4/2010;462.95;;11/4/2010;351.77;;11/4/2010;441.78;;11/4/2010;481.26;;11/4/2010;134.51;;11/4/2010;348.01;;11/4/2010;316.8503;;11/4/2010;162.55;;11/4/2010;196.2;;11/4/2010;121.42;;11/4/2010;125.24;;11/4/2010;224.07;;11/4/2010;187.05;;11/4/2010;191.35;;11/4/2010;377.9;;11/4/2010;327.97;;11/4/2010;320.43;;11/4/2010;465.97;;11/4/2010;159.72;;11/4/2010;111.95;;11/4/2010;139.66
11/5/2010;1225.85;;11/5/2010;523.08;;11/5/2010;341.77;;11/5/2010;308.88;;11/5/2010;465.12;;11/5/2010;350.49;;11/5/2010;441.48;;11/5/2010;485.6;;11/5/2010;140.04;;11/5/2010;349.05;;11/5/2010;325.1136;;11/5/2010;162.54;;11/5/2010;195.55;;11/5/2010;122.78;;11/5/2010;124.49;;11/5/2010;224.81;;11/5/2010;187.48;;11/5/2010;189.62;;11/5/2010;377.88;;11/5/2010;331.34;;11/5/2010;320.46;;11/5/2010;469.89;;11/5/2010;160.39;;11/5/2010;113.77;;11/5/2010;138.72
11/8/2010;1223.25;;11/8/2010;522.21;;11/8/2010;339.93;;11/8/2010;307.59;;11/8/2010;466.69;;11/8/2010;349.85;;11/8/2010;443.06;;11/8/2010;484.74;;11/8/2010;138.85;;11/8/2010;349.64;;11/8/2010;323.2973;;11/8/2010;161.53;;11/8/2010;194.87;;11/8/2010;122.32;;11/8/2010;124.14;;11/8/2010;225.36;;11/8/2010;185.11;;11/8/2010;188.7;;11/8/2010;376.49;;11/8/2010;330.91;;11/8/2010;320.99;;11/8/2010;469.46;;11/8/2010;160.14;;11/8/2010;114.78;;11/8/2010;137.41
11/9/2010;1213.4;;11/9/2010;521.3;;11/9/2010;337.98;;11/9/2010;305.14;;11/9/2010;465.24;;11/9/2010;347.98;;11/9/2010;441.48;;11/9/2010;481.39;;11/9/2010;135.54;;11/9/2010;348.83;;11/9/2010;316.7015;;11/9/2010;160.64;;11/9/2010;193.61;;11/9/2010;117.5;;11/9/2010;123.96;;11/9/2010;221.72;;11/9/2010;182.19;;11/9/2010;188.32;;11/9/2010;375.59;;11/9/2010;328.91;;11/9/2010;316.32;;11/9/2010;464.32;;11/9/2010;158.36;;11/9/2010;112.6;;11/9/2010;136.78
11/10/2010;1218.71;;11/10/2010;522.73;;11/10/2010;337.27;;11/10/2010;304.53;;11/10/2010;471.34;;11/10/2010;347.09;;11/10/2010;442.77;;11/10/2010;485.43;;11/10/2010;137.69;;11/10/2010;350.14;;11/10/2010;321.1306;;11/10/2010;159.6;;11/10/2010;194.5;;11/10/2010;119.25;;11/10/2010;123.87;;11/10/2010;222.75;;11/10/2010;184.07;;11/10/2010;187.8;;11/10/2010;374.43;;11/10/2010;328.44;;11/10/2010;316.2;;11/10/2010;467.63;;11/10/2010;159.88;;11/10/2010;115.24;;11/10/2010;137.12
11/11/2010;1213.54;;11/11/2010;519.15;;11/11/2010;337.62;;11/11/2010;302.24;;11/11/2010;476.06;;11/11/2010;347.39;;11/11/2010;427.47;;11/11/2010;485.48;;11/11/2010;136.53;;11/11/2010;351.27;;11/11/2010;318.3941;;11/11/2010;159.58;;11/11/2010;193.21;;11/11/2010;118.01;;11/11/2010;122.99;;11/11/2010;224.77;;11/11/2010;182.03;;11/11/2010;187.42;;11/11/2010;374.27;;11/11/2010;326.47;;11/11/2010;315.89;;11/11/2010;468.92;;11/11/2010;159.79;;11/11/2010;115.32;;11/11/2010;136.58
11/12/2010;1199.21;;11/12/2010;510.91;;11/12/2010;334.23;;11/12/2010;298.45;;11/12/2010;469.56;;11/12/2010;346.23;;11/12/2010;419.55;;11/12/2010;478.26;;11/12/2010;133.46;;11/12/2010;346.31;;11/12/2010;313.6262;;11/12/2010;158.36;;11/12/2010;193.69;;11/12/2010;116.69;;11/12/2010;121.91;;11/12/2010;219.85;;11/12/2010;179.83;;11/12/2010;186.41;;11/12/2010;373.97;;11/12/2010;328.63;;11/12/2010;313.88;;11/12/2010;462.21;;11/12/2010;157.99;;11/12/2010;113.18;;11/12/2010;135.81
11/15/2010;1197.75;;11/15/2010;509.32;;11/15/2010;334.37;;11/15/2010;298.98;;11/15/2010;467.38;;11/15/2010;345.8;;11/15/2010;417.6;;11/15/2010;473.3;;11/15/2010;134.41;;11/15/2010;344.06;;11/15/2010;315.6454;;11/15/2010;158.8;;11/15/2010;192.93;;11/15/2010;115.74;;11/15/2010;122.22;;11/15/2010;217.96;;11/15/2010;180.21;;11/15/2010;185.86;;11/15/2010;375.25;;11/15/2010;326.15;;11/15/2010;314.73;;11/15/2010;463.6;;11/15/2010;157.32;;11/15/2010;116.14;;11/15/2010;135.9
11/16/2010;1178.34;;11/16/2010;499.89;;11/16/2010;330.42;;11/16/2010;294.09;;11/16/2010;457.61;;11/16/2010;341.58;;11/16/2010;408.99;;11/16/2010;470.53;;11/16/2010;131.9;;11/16/2010;338.9;;11/16/2010;310.5536;;11/16/2010;156.92;;11/16/2010;190.66;;11/16/2010;111.64;;11/16/2010;120.25;;11/16/2010;213.27;;11/16/2010;177.45;;11/16/2010;185.19;;11/16/2010;370.05;;11/16/2010;321.73;;11/16/2010;310.86;;11/16/2010;452.56;;11/16/2010;155.5;;11/16/2010;112.93;;11/16/2010;133.84
